row,studyID,authors,year,title,journal,species,n,female,dropout,age,site,attempt_replication,successful_replication,species_comparison,notes
458,441,"Christie, Gentner, Call, Haun",2016,Sensitivity to Relational Similarity and Object Similarity in Apes and Children,Current Biology,chimpanzee,7,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
459,441,"Christie, Gentner, Call, Haun",2016,Sensitivity to Relational Similarity and Object Similarity in Apes and Children,Current Biology,bonobo,5,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
460,77,"Hopkins, Russell, Schaeffer",2014,Chimpanzee Intelligence Is Heritable,Current Biology,chimpanzee,95,70,NA,adult,Yerkes National Primate Research Center,no,NA,no,NA
461,77,"Hopkins, Russell, Schaeffer",2014,Chimpanzee Intelligence Is Heritable,Current Biology,chimpanzee,4,NA,NA,adult,Language Research Center,no,NA,no,NA
462,368,"Brady, Hampton",2018,Nonverbal Working Memory for Novel Images in Rhesus Monkeys,Current Biology,rhesus macaque,6,0,0,adult,Yerkes National Primate Research Center,no,NA,no,NA
463,406,"Jiang, Long, Cao, Li, Dehaene, Wang",2018,Production of Supra-regular Spatial Sequences by Macaque Monkeys,Current Biology,rhesus macaque,2,0,NA,adult,"Institute of Neuroscience, Chinese Academy of Sciences",no,NA,no,NA
464,294,"Liu, Crawford, Callahan, Terry, Constantinidis, Blake",2017,Intermittent Stimulation of the Nucleus Basalis of Meynert Improves Working Memory in Adult Monkeys,Current Biology,rhesus macaque,3,0,0,adult,Augusta University,no,NA,no,NA
465,534,"Takahashi, Liao, Ghazanfar",2017,Vocal Learning via Social Reinforcement by Infant Marmoset Monkeys,Current Biology,common marmoset,6,3,0,infant,Princeton Neuroscience Institute,no,NA,no,NA
466,346,"Pfefferle, Kazem, Brockhausen, Ruiz-Lambides, Widdig",2014,Monkeys Spontaneously Discriminate Their Unfamiliar Paternal Kin under Natural Conditions Using Facial Cues,Current Biology,rhesus macaque,89,43,NA,mixed,Cayo Santiago,no,NA,no,NA
467,305,"Kulahci, Ghazanfar, Rubenstein",2018,Knowledgeable Lemurs Become More Central in Social Networks,Current Biology,ring-tailed lemur,38,15,NA,mixed,St. Catherine’s Island,no,NA,no,NA
468,511,"Krause, Zanos, Csorba, Pilly, Choe, Phillips, Datta, Pack",2017,Transcranial Direct Current Stimulation Facilitates Associative Learning and Alters Functional Connectivity in the Primate Brain,Current Biology,rhesus macaque,2,0,0,adult,McGill University,no,NA,no,NA
469,194,"Bell, Summerfield, Morin, Malecek, Ungerleider",2016,Encoding of Stimulus Probability in Macaque Inferior Temporal Cortex,Current Biology,rhesus macaque,2,0,0,adult,National Institute of Mental Health,no,NA,no,NA
471,105,"Engelmann, Herrmann",2016,Chimpanzees Trust Their Friends,Current Biology,chimpanzee,14,8,1,adult,Sweetwaters Chimpanzee Sanctuary,no,NA,no,NA
472,550,"Borgeaud, Bshary",2016,Wild Vervet Monkeys Trade Tolerance and Specific Coalitionary Support for Grooming in Experimentally Induced Conflicts,Current Biology,vervet monkey,17,17,68,adult,Inkawu Vervet Project,no,NA,no,NA
473,247,"Kano, Hirata",2015,Great Apes Make Anticipatory Looks Based on Long-Term Memory of Single Events,Current Biology,bonobo,5,3,1,adult,Kumamoto Sanctuary,no,NA,yes,NA
474,247,"Kano, Hirata",2015,Great Apes Make Anticipatory Looks Based on Long-Term Memory of Single Events,Current Biology,chimpanzee,5,4,1,mixed,Kumamoto Sanctuary,no,NA,yes,NA
475,524,"Mandalaywala, Petrullo, Parker, Maestripieri, Higham",2017,Vigilance for threat accounts for inter‐individual variation in physiological responses to adversity in rhesus macaques: A cognition × environment approach,Developmental Psychobiology,rhesus macaque,20,7,NA,juvenile,Cayo Santiago,no,NA,no,NA
476,141,"Dettmer, Murphy, Suomi",2015,Development of a cognitive testing apparatus for socially housed mother‐peer‐reared infant rhesus monkeys,Developmental Psychobiology,rhesus macaque,5,2,NA,infant,Laboratory of Comparative Ethology,no,NA,no,NA
477,147,"Wobber, Herrmann, Hare, Wrangham, Tomasello",2014,Differences in the early cognitive development of children and great apes,Developmental Psychobiology,chimpanzee,23,NA,NA,infant,Tchimpounga Chimpanzee Sanctuary,no,NA,no,NA
478,147,"Wobber, Herrmann, Hare, Wrangham, Tomasello",2014,Differences in the early cognitive development of children and great apes,Developmental Psychobiology,bonobo,22,NA,NA,infant,Lola ya Bonobo Sanctuary,no,NA,no,NA
479,147,"Wobber, Herrmann, Hare, Wrangham, Tomasello",2014,Differences in the early cognitive development of children and great apes,Developmental Psychobiology,chimpanzee,3,NA,NA,infant,Wolfgang Köhler Primate Research Center,no,NA,no,NA
480,147,"Wobber, Herrmann, Hare, Wrangham, Tomasello",2014,Differences in the early cognitive development of children and great apes,Developmental Psychobiology,bonobo,1,NA,NA,infant,Wolfgang Köhler Primate Research Center,no,NA,no,NA
481,147,"Wobber, Herrmann, Hare, Wrangham, Tomasello",2014,Differences in the early cognitive development of children and great apes,Developmental Psychobiology,chimpanzee,30,14,NA,juvenile,Tchimpounga Chimpanzee Sanctuary,no,NA,no,NA
482,147,"Wobber, Herrmann, Hare, Wrangham, Tomasello",2014,Differences in the early cognitive development of children and great apes,Developmental Psychobiology,bonobo,14,6,NA,juvenile,Lola ya Bonobo Sanctuary,no,NA,no,NA
483,447,"Paukner, Slonecker, Murphy, Wooddell, Dettmer",2018,Sex and rank affect how infant rhesus macaques look at faces,Developmental Psychobiology,rhesus macaque,38,15,11,infant,Laboratory of Comparative Ethology,no,NA,no,NA
484,135,"Rivière, Stomp, Augustin, Lemasson, Blois-Heulin",2018,Decision‐making under risk of gain in young children and mangabey monkeys,Developmental Psychobiology,red-capped mangabey,17,9,NA,mixed,Station Biologique de Paimpont,no,NA,no,NA
485,202,"Parr, Murphy, Feczko, Brooks, Collantes, Heitz",2016,Experience‐dependent changes in the development of face preferences in infant rhesus monkeys,Developmental Psychobiology,rhesus macaque,32,7,NA,infant,Yerkes National Primate Research Center,no,NA,no,NA
486,482,"Muschinski, Feczko, Brooks, Collantes, Heitz, Parr",2016,The development of visual preferences for direct versus averted gaze faces in infant macaques (Macaca mulatta),Developmental Psychobiology,rhesus macaque,20,0,0,infant,Yerkes National Primate Research Center,no,NA,no,NA
487,349,"Goursaud, Wallen, Bachevalier",2014,Mother recognition and preference after neonatal amygdala lesions in rhesus macaques (Macaca mulatta) raised in a semi‐naturalistic environment,Developmental Psychobiology,rhesus macaque,28,9,0,infant,Yerkes National Primate Research Center,no,NA,no,NA
488,527,"Simpson, Paukner, Suomi, Ferrari",2014,Visual attention during neonatal imitation in newborn macaque monkeys,Developmental Psychobiology,rhesus macaque,49,21,0,infant,Laboratory of Comparative Ethology,no,NA,no,NA
489,193,"Bard, Bakeman, Boysen, Leavens",2014,Emotional engagements predict and enhance social cognition in young chimpanzees,Developmental Science,chimpanzee,49,NA,0,infant,Yerkes National Primate Research Center,no,NA,no,NA
490,171,"De Petrillo, Ventricelli, Ponsi, Addessi",2015,Do tufted capuchin monkeys play the odds? Flexible risk preferences in Sapajus spp.,Animal Cognition,tufted capuchin,10,5,NA,adult,ISTC-CNR Primate Centre,no,NA,yes,NA
491,265,Couchman,2015,"Humans and monkeys distinguish between self-generated, opposing, and random actions",Animal Cognition,rhesus macaque,6,0,NA,adult,Language Research Center,no,NA,no,NA
492,510,"Bourjade, Canteloup, Meguerditchian, Vauclair, Gaunet",2015,Training experience in gestures affects the display of social gaze in baboons’ communication with a human,Animal Cognition,olive baboon,20,9,NA,adult,CNRS Primate Centre in Rousset-sur-Arc,no,NA,no,NA
493,308,"Costes-Thiré, Levé, Uhlrich, De Marco, Thierry",2015,Lack of evidence that Tonkean macaques understand what others can hear,Animal Cognition,Tonkean macaque,18,5,3,mixed,Parco Faunistico Piano dell’Abatino,no,NA,no,NA
494,227,"Close, Call",2015,From colour photographs to black-and-white line drawings: an assessment of chimpanzees’ (Pan troglodytes’) transfer behaviour,Animal Cognition,chimpanzee,4,NA,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,no,NA
495,170,"Canteloup, Bovet, Meunier",2015,Do Tonkean macaques (Macaca tonkeana) tailor their gestural and visual signals to fit the attentional states of a human partner?,Animal Cognition,Tonkean macaque,6,1,NA,adult,Centre de Primatologie de l'Université de Strasbourg,no,NA,no,NA
496,19,"Crockford, Wittig, Zuberbühler",2015,An intentional vocalization draws others’ attention: A playback experiment with wild chimpanzees,Animal Cognition,chimpanzee,12,5,NA,adult,Budongo Forest Conservation Field Station,no,NA,no,NA
497,549,"van de Waal, Claidière, Whiten",2015,Wild vervet monkeys copy alternative methods for opening an artificial fruit,Animal Cognition,vervet monkey,49,NA,1,mixed,Inkawu Vervet Project,yes,yes,no,NA
498,281,"Vining, Marsh",2015,Information seeking in capuchins (Cebus apella): A rudimentary form of metacognition?,Animal Cognition,tufted capuchin,4,2,NA,adult,Bucknell University,no,NA,no,NA
499,78,"Neldner, Collier-Baker, Nielsen",2015,Chimpanzees (Pan troglodytes) and human children (Homo sapiens) know when they are ignorant about the location of food,Animal Cognition,chimpanzee,3,1,NA,adult,Rockhampton Zoo,no,NA,no,NA
500,254,"Schubinger, Wüstholz, Wunder, Burkart",2015,"High emotional reactivity toward an experimenter affects participation, but not performance, in cognitive tests with common marmosets (Callithrix jacchus)",Animal Cognition,common marmoset,14,7,NA,adult,Anthropological Institute Primate Research Station,no,NA,no,NA
501,364,"Sonnweber, Ravignani, Fitch",2015,Non-adjacent visual dependency learning in chimpanzees,Animal Cognition,chimpanzee,6,NA,5,adult,Edinburgh Zoo,no,NA,no,NA
502,516,"Defolie, Malassis, Serre, Meunier",2015,Tufted capuchins (Cebus apella) adapt their communicative behaviour to human’s attentional states,Animal Cognition,tufted capuchin,5,2,NA,adult,Centre de Primatologie de l'Université de Strasbourg,no,NA,no,NA
503,284,"Huebner, Fichtel",2015,Innovation and behavioral flexibility in wild redfronted lemurs (Eulemur rufifrons),Animal Cognition,red-fronted lemur,29,16,NA,mixed,German Primate Center research station,no,NA,no,NA
504,277,"Petit, Dufour, Herrenschmidt, De Marco, Sterck, Call",2015,Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates,Animal Cognition,Tonkean macaque,4,1,0,adult,Centre de Primatologie de l'Université de Strasbourg,no,NA,yes,NA
505,277,"Petit, Dufour, Herrenschmidt, De Marco, Sterck, Call",2015,Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates,Animal Cognition,Tonkean macaque,1,1,0,adult,Mulhouse Zoo,no,NA,yes,NA
506,277,"Petit, Dufour, Herrenschmidt, De Marco, Sterck, Call",2015,Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates,Animal Cognition,Tonkean macaque,3,1,0,adult,Parco Faunistico Piano dell’Abatino,no,NA,yes,NA
507,277,"Petit, Dufour, Herrenschmidt, De Marco, Sterck, Call",2015,Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates,Animal Cognition,rhesus macaque,7,2,0,adult,Biomedical Primate Research Centre,no,NA,yes,NA
508,277,"Petit, Dufour, Herrenschmidt, De Marco, Sterck, Call",2015,Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates,Animal Cognition,rhesus macaque,1,0,0,adult,Parco Faunistico Piano dell’Abatino,no,NA,yes,NA
509,277,"Petit, Dufour, Herrenschmidt, De Marco, Sterck, Call",2015,Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates,Animal Cognition,olive baboon,14,1,0,adult,CNRS Primate Centre in Rousset-sur-Arc,no,NA,yes,NA
510,289,"Canteloup, Bovet, Meunier",2015,Intentional gestural communication and discrimination of human attentional states in rhesus macaques (Macaca mulatta),Animal Cognition,rhesus macaque,5,4,NA,mixed,Centre de Primatologie de l'Université de Strasbourg,no,NA,no,NA
511,168,"Agrillo, Gori, Beran",2015,Do rhesus monkeys (Macaca mulatta) perceive illusory motion?,Animal Cognition,rhesus macaque,6,0,NA,adult,Language Research Center,no,NA,no,NA
512,548,"Noser, Byrne",2015,Wild chacma baboons (Papio ursinus) remember single foraging episodes,Animal Cognition,chacma baboon,1,0,NA,adult,Blouberg Nature Reserve,no,NA,no,NA
513,542,"De Petrillo, Gori, Micucci, Ponsi, Paglieri, Addessi",2015,"When is it worth waiting for? Food quantity, but not food quality, affects delay tolerance in tufted capuchin monkeys",Animal Cognition,tufted capuchin,10,5,NA,adult,ISTC-CNR Primate Centre,no,NA,no,NA
514,103,"Karg, Schmelz, Call, Tomasello",2015,Chimpanzees strategically manipulate what others can see,Animal Cognition,chimpanzee,24,12,NA,adult,Ngamba Island Chimpanzee Sanctuary,no,NA,no,NA
515,536,"Perdue, Bramlett, Evans, Beran",2015,Waiting for what comes later: capuchin monkeys show self-control even for nonvisible delayed rewards,Animal Cognition,tufted capuchin,8,3,NA,adult,Language Research Center,no,NA,no,NA
516,517,"Basile, Moylan, Charles, Murray",2015,Two-item same/different discrimination in rhesus monkeys (Macaca mulatta),Animal Cognition,rhesus macaque,7,0,6,adult,National Institute of Mental Health,no,NA,no,NA
517,387,"Atsumi, Nagasaka",2015,Perception of chasing in squirrel monkeys (Saimiri sciureus),Animal Cognition,common squirrel monkey,7,0,NA,adult,Rikkyo University,no,NA,no,NA
518,31,"Malassis, Gheusi, Fagot",2015,Assessment of metacognitive monitoring and control in baboons (Papio papio),Animal Cognition,Guinea baboon,3,0,NA,adult,CNRS Primate Centre in Rousset-sur-Arc,no,NA,no,NA
519,444,"Renner, Price, Subiaul",2016,Sequential recall of meaningful and arbitrary sequences by orangutans and human children: Does content matter?,Animal Cognition,orangutan,3,2,NA,adult,Smithsonian’s National Zoological Park,no,NA,no,NA
520,117,"Drucker, Rossa, Brannon",2016,Comparison of discrete ratios by rhesus macaques (Macaca mulatta),Animal Cognition,rhesus macaque,2,2,NA,adult,Duke University,no,NA,no,NA
521,509,"Beran, Rossettie, Parrish",2016,Trading up: chimpanzees (Pan troglodytes) show self-control through their exchange behavior,Animal Cognition,chimpanzee,3,1,NA,adult,Language Research Center,no,NA,no,NA
522,128,"Molesti, Majolo",2016,Cooperation in wild Barbary macaques: factors affecting free partner choice,Animal Cognition,Barbary macaque,26,16,NA,mixed,Ifrane National Park,no,NA,no,NA
523,484,"Engelmann, Herrmann, Tomasello",2016,The effects of being watched on resource acquisition in chimpanzees and human children,Animal Cognition,chimpanzee,26,12,NA,mixed,Sweetwaters Chimpanzee Sanctuary,no,NA,no,NA
524,344,"Cantlon, Merritt, Brannon",2016,Monkeys display classic signatures of human symbolic arithmetic,Animal Cognition,rhesus macaque,2,2,NA,adult,University of Rochester,no,NA,no,NA
525,32,"Wagner, Hopper, Ross",2016,Asymmetries in the production of self-directed behavior by chimpanzees and gorillas during a computerized cognitive test,Animal Cognition,chimpanzee,3,2,NA,adult,Lincoln Park Zoo,no,NA,yes,NA
526,32,"Wagner, Hopper, Ross",2016,Asymmetries in the production of self-directed behavior by chimpanzees and gorillas during a computerized cognitive test,Animal Cognition,Western gorilla,3,1,NA,mixed,Lincoln Park Zoo,no,NA,yes,NA
527,257,"Allritz, Call, Borkenau",2016,How chimpanzees (Pan troglodytes) perform in a modified emotional Stroop task,Animal Cognition,chimpanzee,8,5,3,NA,Wolfgang Köhler Primate Research Center,no,NA,no,NA
528,150,"Karg, Schmelz, Call, Tomasello",2016,Differing views: Can chimpanzees do Level 2 perspective-taking?,Animal Cognition,chimpanzee,16,11,2,adult,Wolfgang Köhler Primate Research Center,no,NA,no,NA
529,423,"LaClair, Lacreuse",2016,Reversal learning in gonadectomized marmosets with and without hormone replacement: are males more sensitive to punishment?,Animal Cognition,common marmoset,10,0,NA,adult,University of Massachusetts Amherst,no,NA,no,NA
530,435,"Schwartz, Silberberg, Casey, Paukner, Suomi",2016,Scaling reward value with demand curves versus preference tests,Animal Cognition,tufted capuchin,6,0,NA,adult,Laboratory of Comparative Ethology,no,NA,no,NA
531,123,"Kawai, Kubo, Masataka, Hayakawa",2016,Conserved evolutionary history for quick detection of threatening faces,Animal Cognition,Japanese macaque,3,3,NA,mixed,Primate Research Institute,no,NA,no,NA
532,507,"Kangas, Bergman, Coyle",2016,"Touchscreen assays of learning, response inhibition, and motivation in the marmoset (Callithrix jacchus)",Animal Cognition,common marmoset,4,0,NA,adult,McLean Hospital,no,NA,yes,NA
533,34,"Bigelow, Poremba",2016,Audiovisual integration facilitates monkeys’ short-term memory,Animal Cognition,rhesus macaque,3,1,NA,adult,University of Iowa,no,NA,no,NA
534,197,"Anderson, Bucher, Kuroshima, Fujita",2016,Evaluation of third-party reciprocity by squirrel monkeys (Saimiri sciureus) and the question of mechanisms,Animal Cognition,common squirrel monkey,12,8,NA,adult,Primate Research Institute,no,NA,no,NA
535,24,"Caccione, Hrubesch, Call, Rakoczy",2016,Are apes essentialists? Scope and limits of psychological essentialism in great apes,Animal Cognition,bonobo,8,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
536,24,"Caccione, Hrubesch, Call, Rakoczy",2016,Are apes essentialists? Scope and limits of psychological essentialism in great apes,Animal Cognition,Sumatran orangutan,7,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
537,24,"Caccione, Hrubesch, Call, Rakoczy",2016,Are apes essentialists? Scope and limits of psychological essentialism in great apes,Animal Cognition,chimpanzee,16,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
538,68,"Medam, Marzouki, Montant, Fagot",2016,Categorization does not promote symmetry in Guinea baboons (Papio papio),Animal Cognition,Guinea baboon,12,7,NA,mixed,CNRS Primate Centre in Rousset-sur-Arc,no,NA,no,NA
539,15,"Sauciuc, Persson, Bååth, Bobrowicz, Osvath",2016,Affective forecasting in an orangutan: predicting the hedonic outcome of novel juice mixes,Animal Cognition,Sumatran orangutan,1,0,NA,adult,Lund University Primate Research Station,no,NA,no,NA
540,184,"Neves Filho, de Carvalho Neto, Taytelbaum, Malheiros, Knaus",2016,Effects of different training histories upon manufacturing a tool to solve a problem: insight in capuchin monkeys (Sapajus spp.),Animal Cognition,tufted capuchin,7,0,NA,juvenile,Instituto Brasileiro de Meio Ambiente e dos Recursos Renováveis,no,NA,no,NA
541,145,"Sánchez-Amaro, Peretó, Call",2015,"Differences in Between-Reinforcer Value Modulate the Selective-Value Effect in Great Apes (Pan troglodytes, P. paniscus, Gorilla gorilla, Pongo abelii)",Journal of Comparative Psychology,Western gorilla,4,3,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
542,145,"Sánchez-Amaro, Peretó, Call",2015,"Differences in Between-Reinforcer Value Modulate the Selective-Value Effect in Great Apes (Pan troglodytes, P. paniscus, Gorilla gorilla, Pongo abelii)",Journal of Comparative Psychology,Sumatran orangutan,7,5,1,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
543,145,"Sánchez-Amaro, Peretó, Call",2015,"Differences in Between-Reinforcer Value Modulate the Selective-Value Effect in Great Apes (Pan troglodytes, P. paniscus, Gorilla gorilla, Pongo abelii)",Journal of Comparative Psychology,chimpanzee,22,15,2,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
544,145,"Sánchez-Amaro, Peretó, Call",2015,"Differences in Between-Reinforcer Value Modulate the Selective-Value Effect in Great Apes (Pan troglodytes, P. paniscus, Gorilla gorilla, Pongo abelii)",Journal of Comparative Psychology,bonobo,10,6,2,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
545,89,"Sánchez-Amaro, Duguid, Call, Tomasello",2016,Chimpanzees coordinate in a snowdrift game,Animal Behaviour,chimpanzee,12,7,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,no,NA
546,84,"Sánchez-Amaro, Duguid, Call, Tomasello",2019,Chimpanzees and children avoid mutual defection in a social dilemma,Evolution and Human Behavior,chimpanzee,14,7,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,no,NA
547,152,"Sánchez-Amaro, Altinok, Heintz, Call",2019,Disentangling great apes' decoy-effect in a food choice task,Animal Behavior and Cognition,bonobo,7,5,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,no,NA
548,152,"Sánchez-Amaro, Altinok, Heintz, Call",2019,Disentangling great apes' decoy-effect in a food choice task,Animal Behavior and Cognition,chimpanzee,14,7,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,no,NA
549,152,"Sánchez-Amaro, Altinok, Heintz, Call",2019,Disentangling great apes' decoy-effect in a food choice task,Animal Behavior and Cognition,Western gorilla,3,2,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,no,NA
550,152,"Sánchez-Amaro, Altinok, Heintz, Call",2019,Disentangling great apes' decoy-effect in a food choice task,Animal Behavior and Cognition,Sumatran orangutan,8,5,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,no,NA
551,118,"Ballesta, Reymond,  Pozzobon, Duhamel",2014,Compete to Play: Trade-Off with Social Contact in Long-Tailed Macaques (Macaca fascicularis),PLOS ONE,long-tailed macaque,4,0,NA,juvenile,CNRS Centre de Neuroscience Cognitive,no,NA,no,NA
552,508,"Joly, Ammersdörfer, Schmidtke, Zimmermann",2014,"Touchscreen-Based Cognitive Tasks Reveal Age-Related Impairment in a Primate Aging Model, the Grey Mouse Lemur (Microcebus murinus)",PLOS ONE,gray mouse lemur,30,16,0,adult,University of Veterinary Medicine Hannover,no,NA,no,NA
553,158,"Edwards, Rottman, Shankar, Betzler, Chituc, Rodriguez, Silva, Wibecan, Widness, Santos",2014,Do Capuchin Monkeys (Cebus apella) Diagnose Causal Relations in the Absence of a Direct Reward?,PLOS ONE,tufted capuchin,6,3,0,NA,Comparative Cognition Laboratory at Yale,no,NA,no,NA
554,36,"Marzouki, Gullstrand, Goujon, Fagot",2014,Baboons' Response Speed Is Biased by Their Moods,PLOS ONE,Guinea baboon,6,0,0,mixed,CNRS Primate Centre in Rousset-sur-Arc,no,NA,no,NA
555,189,"Sutcliffe, Beaumont, Watson, Chew, Beconi, Hutcheson, Dominguez, Munoz-Sanjuan",2014,Efficacy of Selective PDE4D Negative Allosteric Modulators in the Object Retrieval Task in Female Cynomolgus Monkeys (Macaca fascicularis),PLOS ONE,long-tailed macaque,16,16,0,adult,CNRS INSERM,no,NA,no,NA
556,181,"Etienne, Guthrie, Goillandeau, Nguyen, Orignac, Gross, Boraud",2014,Easy Rider: Monkeys Learn to Drive a Wheelchair to Navigate through a Complex Maze,PLOS ONE,rhesus macaque,3,3,NA,NA,Institut des Maladies Neurodégénératives,no,NA,no,NA
557,9,"Mayer, Call, Albiach-Serrano, Visalberghi, Sabbatini, Seed",2014,Abstract Knowledge in the Broken-String Problem: Evidence from Nonhuman Primates and Pre-Schoolers,PLOS ONE,tufted capuchin,9,4,NA,mixed,ISTC-CNR Primate Centre,no,NA,yes,NA
558,9,"Mayer, Call, Albiach-Serrano, Visalberghi, Sabbatini, Seed",2014,Abstract Knowledge in the Broken-String Problem: Evidence from Nonhuman Primates and Pre-Schoolers,PLOS ONE,bonobo,6,3,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
559,9,"Mayer, Call, Albiach-Serrano, Visalberghi, Sabbatini, Seed",2014,Abstract Knowledge in the Broken-String Problem: Evidence from Nonhuman Primates and Pre-Schoolers,PLOS ONE,chimpanzee,12,9,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
560,85,"Kret, Tomonaga, Matsuzawa",2014,Chimpanzees and Humans Mimic Pupil-Size of Conspecifics,PLOS ONE,chimpanzee,8,6,0,mixed,Primate Research Institute,no,NA,no,NA
561,468,Adachi,2014,Spontaneous Spatial Mapping of Learned Sequence in Chimpanzees: Evidence for a SNARC-Like Effect,PLOS ONE,chimpanzee,5,5,NA,mixed,Primate Research Institute,no,NA,no,NA
562,236,"Leimgruber, Ward, Widness, Norton, Olson, Gray, Santos",2014,Give What You Get: Capuchin Monkeys (Cebus apella) and 4-Year-Old Children Pay Forward Positive and Negative Outcomes to Conspecifics,PLOS ONE,tufted capuchin,4,3,0,adult,Comparative Cognition Laboratory at Yale,no,NA,no,NA
563,471,"Haslam, Cardoso, Visalberghi, Fragaszy",2014,Stone Anvil Damage by Wild Bearded Capuchins (Sapajus libidinosus) during Pounding Tool Use: A Field Experiment,PLOS ONE,bearded capuchin,19,11,0,mixed,Fazenda Boa Vista Field Laboratory,no,NA,no,NA
564,472,"House, Silk, Lambeth, Schapiro",2014,Task Design Influences Prosociality in Captive Chimpanzees (Pan troglodytes),PLOS ONE,chimpanzee,18,13,NA,adult,Michale E. Keeling Center for Comparative Medicine and Research,yes,yes,no,NA
565,496,"Evans, Perdue, Beran",2014,The Relationship between Event-Based Prospective Memory and Ongoing Task Performance in Chimpanzees (Pan troglodytes),PLOS ONE,chimpanzee,3,2,0,adult,Language Research Center,no,NA,no,NA
566,338,"Monfardini, Hadj-Bouziane, Meunier",2014,"Model-Observer Similarity, Error Modeling and Social Learning in Rhesus Macaques",PLOS ONE,rhesus macaque,6,3,NA,juvenile,CNRS Centre de Neuroscience Cognitive,no,NA,no,NA
567,382,"da Costa, Bicca-Marques",2014,Owl Monkeys (Aotus nigriceps and A. infulatus) Follow Routes Instead of Food-Related Cues during Foraging in Captivity,PLOS ONE,black-headed owl monkey,6,4,NA,adult,Criadouro Conservacionista de Animais Silvestres Arca de Noé,no,NA,no,NA
568,382,"da Costa, Bicca-Marques",2014,Owl Monkeys (Aotus nigriceps and A. infulatus) Follow Routes Instead of Food-Related Cues during Foraging in Captivity,PLOS ONE,Azara's owl monkey,4,1,NA,adult,Criadouro Conservacionista de Animais Silvestres Arca de Noé,no,NA,no,NA
569,177,"Liebal, Vaish, Haun, Tomasello",2014,Does Sympathy Motivate Prosocial Behaviour in Great Apes?,PLOS ONE,chimpanzee,6,5,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
570,177,"Liebal, Vaish, Haun, Tomasello",2014,Does Sympathy Motivate Prosocial Behaviour in Great Apes?,PLOS ONE,chimpanzee,23,12,NA,adult,Ngamba Island Chimpanzee Sanctuary,no,NA,yes,NA
571,177,"Liebal, Vaish, Haun, Tomasello",2014,Does Sympathy Motivate Prosocial Behaviour in Great Apes?,PLOS ONE,bonobo,6,3,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
572,177,"Liebal, Vaish, Haun, Tomasello",2014,Does Sympathy Motivate Prosocial Behaviour in Great Apes?,PLOS ONE,Western gorilla,4,3,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
573,177,"Liebal, Vaish, Haun, Tomasello",2014,Does Sympathy Motivate Prosocial Behaviour in Great Apes?,PLOS ONE,Bornean orangutan,14,8,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
574,177,"Liebal, Vaish, Haun, Tomasello",2014,Does Sympathy Motivate Prosocial Behaviour in Great Apes?,PLOS ONE,Sumatran orangutan,7,6,NA,adult,Orangutan Care Center and Quarantine,no,NA,yes,NA
575,470,"Chen, Sanayei, Thiele",2014,Stimulus Roving and Flankers Affect Perceptual Learning of Contrast Discrimination in Macaca mulatta,PLOS ONE,rhesus macaque,2,0,0,adult,Newcastle University,no,NA,no,NA
576,176,"Truppa, Carducci, Trapanese, Hanus",2015,Does Presentation Format Influence Visual Size Discrimination in Tufted Capuchin Monkeys (Sapajus spp.)?,PLOS ONE,tufted capuchin,8,4,0,adult,ISTC-CNR Primate Centre,no,NA,no,NA
577,125,"Collet, Fize, VanRullen",2015,Contextual Congruency Effect in Natural Scene Categorization: Different Strategies in Humans and Monkeys (Macaca mulatta),PLOS ONE,rhesus macaque,2,0,0,adult,Centre de Recherche Cerveau & Cognition,no,NA,no,NA
